"name";"url";"year";"location";"invest";"description"
"PucaTrade";"http://www.collaborativeconsumption.com/directoryitem/pucatrade-2/PucaTrade.com";"2011";"Oakland";"seeking";"PucaTrade is a free trading marketplace for Magic the Gathering (MtG) players and collectors. Our mission is to make MtG more financially accessible to people of all socio-economic statuses, and we do so by offering our PucaValue Pricing Index, Auto-Matching Trade Service, and 100% Trade Guarantee to our site members, for free."
"Pygg";"https://pygg.co/";"N/A";"Sydney";"N/A";"N/A"
"Pygg";"http:// www.pygg.co";"N/A";"N/A";"N/A";"N/A"
"Q-Flea (US)";"http://www.qflea.com/";"1999";"New York";"N/A";"N/A"
"Qipoqo";"http://qipoqo.com/";"2012";"Berlin";"N/A";"N/A"
"Qraft";"http://www.qraft.com/";"2011";"Palo Alto";"N/A";"N/A"
"Queremos";"http://www.queremos.com.br";"N/A";"N/A";"N/A";"N/A"
"Quickflix";"http://www.quickflix.com.au/";"2009";"N/A";"N/A";"N/A"
"Quikr";"http://www.quikr.com/";"N/A";"N/A";"N/A";"N/A"
"Quotefish";"http://www.collaborativeconsumption.com/directoryitem/quotefish/www.quotefish.com";"2013";"Dublin";"yes";"Quotefish (winner of the Best Startup Award at the Samsung Digital Media Awards in February 2014) is a web based social marketplace that builds economies by digitally connecting local businesses with their communities through the sharing / collaborative economy."
"rayku";"http://www.rayku.com/start";"N/A";"N/A";"N/A";"N/A"
"ReadItSwap";"http://www.readitswapit.co.uk";"2005";"London";"N/A";"N/A"
"Really Really Free Market (RRFM)";"http://reallyreallyfree.org/index.php?l=Worldwide_RRFMs";"2004";"Miami Raleigh NC";"N/A";"N/A"
"Recipro";"http://recipro-uk.com/";"N/A";"N/A";"N/A";"N/A"
"recrib";"http://recrib.com/";"N/A";"New York";"N/A";"N/A"
"recupe";"http://recupe.net/";"N/A";"saint etienne";"N/A";"N/A"
"Red’s Shed";"http://www.redsshed.com/";"2012";"Denver CO";"N/A";"About Red’s Shed"
"Rede dos livros";"http://www.rededoslivros.com";"2007";"Curitiba";"1000";"Share and rent books. Transform your own books into a source of income."
"Rehash";"http://rehashclothes.com";"2007";"Miami";"N/A";"N/A"
"RelayRides";"https://relayrides.com/";"2009";"San Francisco";"N/A";"N/A"
"ReLIKE";"http://www.relike.co.uk/intro";"N/A";"N/A";"N/A";"N/A"
"relitny";"http://www.relitny.org/";"N/A";"new york";"N/A";"N/A"
"Renewable Ventures (San Francisco, CA";"http://www.renewableventures.com/";"2006";"San Francisco";"No";"N/A"
"Rent And Share";"http://www.collaborativeconsumption.com/directoryitem/rent-and-share/www.rentandshare.co";"2013";"Johannesburg";"N/A";"N/A"
"Rent Charlie";"http://www.rentcharlie.com/";"2009";"Calgary";"No";"N/A"
"Rent Frock Repeat";"http://www.rentfrockrepeat.com/";"2011";"Toronto";"N/A";"N/A"
"Rent Maternity Wear";"https://www.rentmaternitywear.com/";"2010";"Palo Alto";"No";"N/A"
"rent my item";"http://www.rentmyitems.com/";"N/A";"N/A";"N/A";"N/A"
"Rent My Items";"http://www.rentmyitems.com/";"2011";"London";"N/A";"N/A"
"Rent N Roll P2P car sharing";"https://www.rent-n-roll.de/";"N/A";"Hamburg";"N/A";"N/A"
"Rent That Toy";"http://rent-that-toy.com/";"2006";"Singapore";"No";"N/A"
"Rent the Runway";"http://www.renttherunway.com/";"2009";"New York";"N/A";"N/A"
"Rentabilities";"http://www.rentabilities.com/";"2010";"Boston";"N/A";"N/A"
"Rentabox";"http://www.rentabox.com.au/";"N/A";"N/A";"N/A";"N/A"
"Rentabox SA";"http://www.collaborativeconsumption.com/directoryitem/rentabox-sa/www.rentabox.co.za";"2009";"Johannesburg";"USD300000";"Rentabox provides a solid, sustainable and affordable plastic boxes as an alternative to cardboard boxes. This is done on a rental basis."
"Rentachook";"http://rentachook.com.au/";"1991";"Sydney";"N/A";"N/A"
"RentAGreenBox";"http://rentagreenbox.com/";"2005";"Los Angeles";"N/A";"N/A"
"RentalCompare";"http://www.rentalcompare.com/";"2010";"Los Angeles California";"N/A";"N/A"
"Rentallic";"http://www.rentalic.com/";"2009";"Silicon Valley";"No";"N/A"
"RentALocalFriend";"http://www.rentalocalfriend.com/";"N/A";"Rio de Janeiro";"N/A";"N/A"
"Rentareto";"http://www.rentareto.com/";"2012";"Athens";"N/A";"N/A"
"RentAToy NZ";"http://www.rentatoy.co.nz/";"2003";"Auckland";"No";"N/A"
"Renterval";"http://www.renterval.com";"2008";"Dallas";"N/A";"N/A"
"RentHackr";"http://www.renthackr.com";"N/A";"New York NY";"N/A";"RentHackr is a future marketplace for apartments with data provided by renters."
"Renting Point";"http://www.rentingpoint.com/";"2010";"Porto";"No";"N/A"
"Rentipid.com";"http://www.collaborativeconsumption.com/directoryitem/rentipid-com-2/www.rentipid.com";"2014";"Manila";"N/A";"Rentipid.com is an Online Marketplace for Renting Anything."
"Rentipid.com";"http://www.collaborativeconsumption.com/directoryitem/rentipid-com/www.rentipid.com";"2014";"Manila";"N/A";"Rentipid.com is an online marketplace (first in the Philippines) for Online Peer-to-Peer Rentals. It allows people with available stuff to post their items for rent and allows other people to find items they need for a short period of time. Enables Earning on the side of Owner and Savings on the side of Renter"
"RentJewels";"http://www.rentjewels.com/";"N/A";"Delhi";"N/A";"RentJewels is online rental for bridal jewellery with option to buy the same. RentJewels offers facility to book jewellery online and actually ships the items across India upon booking"
"Rentluggage.com";"http://www.collaborativeconsumption.com/directoryitem/rentluggage-com/www.rentluggage.com";"2012";"St. Louis";"N/A";"RentLuggage.com is an e-commerce luggage rental shop that allows customers to share the cost of expensive luggage by renting it. Our rental luggage ships right to your door, simply ship back when finished. Our mission is to save travelers time, money, and headaches so they have longer vacations, better memories and more friends."
"Rentmasti";"http://www.rentmasti.com/";"2014";"Mumbai ";"N/A";"Online rental for electronics, furniture, books and traveling gear"
"Rentmineonline (USA)";"http://www.rentmineonline.com";"2007";"San Francisco";"Yes";"N/A"
"Rentoid";"http://www.rentoid.com";"2007";"Melbourne";"No";"N/A"
"Rentomo";"http://www.rentomo.com/";"2015";"Bangalore";"N/A";"Why Buy or Sell? When you can RENT it. We are one stop platform to encourage sharing of different things by renting withing your trusted network."
"Rentongo";"http://www.rentongo.com/";"N/A";"N/A";"N/A";"Online rental for electronics, furniture, books and traveling gear"
"Rentongo.com";"http://www.collaborativeconsumption.com/directoryitem/rentongo-com/www.rentongo.com";"2012";"Bangalore";"N/A";"Rentongo.com is a marketplace for rental goods in India such as home appliances, computers, furniture, adventure gear and many more. It connects renters with owners of products."
"Rentoys";"http://www.rentoys.in/";"2010";"Bangalore";"N/A";"Rentoys is online toys library where one can subscribe to one of the few available plans and get toys delivered to their homes accordingly. Currently it is operational in Bangalore, Hyderabad, Mumbai, Pune, Thane."
"RentSher";"http://www.rentsher.com/";"2014";"Bangalore";"N/A";"RentSher is peer to peer online rentals for anything and everything. Though the best thing about it is, RentSher is not just a marketplace. It provides end to end service from online booking to home delivery and pick-ups"
"RentStuff";"http://www.RentStuff.com";"2010";"Nashville";"Yes";"N/A"
"rentwant";"http://rentwant.com";"N/A";"sydney";"N/A";"N/A"
"Rentything";"https://www.rentything.com/";"2012";"N/A";"N/A";"N/A"
"Repair Cafe";"http://repaircafe.org/";"N/A";"N/A";"N/A";"N/A"
"Repair Cafe Toronto";"http://www.collaborativeconsumption.com/directoryitem/repair-cafe-toronto/www.repaircafetoronto.ca";"2013";"Toronto";"N/A";"Repair Cafe Toronto is a monthly community event that matches community volunteers who have repair knowledge with those seeking to fix a household item, and in doing so fosters a sense of community while combatting throwaway culture."
"reparons noel";"http://www.reparonsnoel.org/";"N/A";"N/A";"N/A";"N/A"
"Resecond";"http://resecond.com/";"2012";"Copenhagen";"N/A";"N/A"
"Respiro";"http://www.respiromadrid.es/";"2009";"Madrid";"N/A";"N/A"
"restolib";"http://www.restolib.fr/";"N/A";"N/A";"N/A";"N/A"
"ReturnMyPants";"http://returnmypants.com/";"N/A";"N/A";"N/A";"N/A"
"ReUseIt Network (RIN)";"http://reuseitnetwork.org/";"2007";"N/A";"N/A";"N/A"
"Reward Ride";"http://www.rewardride.com/";"2011";"Miami";"N/A";"N/A"
"Rewear";"http://www.rewear.co/";"2013";"Amsterdam";"N/A";"REWEAR is an exclusive online community where women can share their designer clothes and accessories."
"Ride4cents (Europe)";"http://www.jazdazagrosze.pl/";"2003";"Frankfurt";"No";"N/A"
"Ridebliss";"http://www.ridebliss.com";"2013";"Lagos";"N/A";"Ridebliss.com is Nigeria’s trusted social ride sharing, car sharing community website that makes everyday commute faster, cheaper and cleaner across Nigerian cities."
"ridefrog";"http://ridefrog.com/login/?next=/";"N/A";"N/A";"N/A";"N/A"
"rideIT Carpool";"http://www.collaborativeconsumption.com/directoryitem/rideit-carpool/www.rideIT.in";"2013";"Hyderabad";"N/A";"rideIT is an inter-company carpool matching service exclusively for working professionals."
"Ridejoy";"http://ridejoy.com/";"2011";"San Francisco";"N/A";"N/A"
"Ridepal";"http://www.ridepal.com";"N/A";"San Francisco";"N/A";"N/A"
"RidePost";"https://www.ridepost.com/";"2012";"Greenville";"N/A";"N/A"
"Rides";"http://www.collaborativeconsumption.com/directoryitem/rides/www.rides.com.mx";"2013";"Mexico City";"N/A";"N/A"
"RideScout";"http://www.ridescoutapp.com/";"2011";"N/A";"N/A";"N/A"
"Ridester";"http://www.ridester.com/";"2009";"Houston";"No";"N/A"
"RideSurfer";"http://www.ridesurfer.ca/";"N/A";"N/A";"N/A";"N/A"
"Ridingo";"https://www.ridingo.com/";"2012";"Bangalore";"N/A";"Ridingo is an app and website for carpooling. It helps people find cars or riders based on the route and timing. To ensure safety, it verifies every members and allowed only working professional from known organisations are given membership."
"RiffRaff";"http://www.riffraff.me/";"2013";"San Francisco";"N/A";"At RiffRaff, we help you do free time better! On one hand, we’re Riffers — people with interesting talents to share. On the other, we’re Raffers — doers and learners who want to get better at our favorite activities and try things that are totally new. RiffRaff brings us together for one-on-one lessons or group sessions. Think of us as your guitar guru, your Spanish language partner, your crafty friend, your tennis coach and more."
"Rillate";"http://www.collaborativeconsumption.com/directoryitem/rillate/www.rillate.com";"2014";"San Francisco";"N/A";"Rillate developed an API that allows collaborative economy developers to verify their service provider’s past and present affiliations to over 4,500 public, private and professional academic institutions in the US."
"Riparide";"http://www.riparide.com/";"2011";"Bells Beach";"N/A";"N/A"
"RipeNear.Me";"http://www.ripenear.me/about";"2013";"Adelaide";"N/A";"N/A"
"Ripple";"https://ripple.com/";"N/A";"N/A";"N/A";"N/A"
"RocketHub";"http://www.rockethub.com/";"2009";"New York";"N/A";"N/A"
"Rocksure Property";"http://www.rocksureproperty.com/";"2005";"Oxfordshire";"No";"N/A"
"Rockzipfel";"http://www.rockzipfel-leipzig.de/";"2010";"Leipzig";"No";"N/A"
"Roomlala";"https://en-uk.roomlala.com/";"2009";"Paris";"N/A";"We’re your peer-to-peer room rental specialist! Let us help you find your next accommodation or tenant today!"
"Roomorama";"https://roomorama.com/";"2009";"New York";"N/A";"N/A"
"Roomorama";"http://roomorama.com/";"2008";"New York";"Yes";"N/A"
"Rover";"http://www.rover.com/";"2011";"Seattle";"N/A";"N/A"
"sac de luxe";"http://www.sacdeluxe.fr/";"N/A";"N/A";"N/A";"N/A"
"Sahibinden";"http://www.sahibinden.com/";"N/A";"Istanbul";"N/A";"N/A"
"Sailbox";"http://www.sailbox.ch/site/index.cfm/id_art/46249";"2008";"Zurich";"N/A";"N/A"
"sailsquare";"http://www.collaborativeconsumption.com/directoryitem/sailsquare/www.sailsquare.com";"2012";"Milan";"250000 USD";"Sailsquare is a peer-to-peer marketplace for sailing holidays, and a community of sea lovers too.
Our mission is to make sailing holidays a unique experience, accessible to anyone, enabling the sharing of experiences among people from all over the world."
"Salish Sea Trading Cooperative";"http://www.collaborativeconsumption.com/directoryitem/salish-sea-trading-cooperative/www.salishseatrading.coop";"2010";"Seattle";"15,000";"Our peer-shared sailboats are moving our communities away from fossil fuel use. We transport local goods in the Puget Sound, working in harmony with Nature’s gifts of wind and tide. We’re governed by a cooperative model."
"Salty Bag";"http://www.collaborativeconsumption.com/directoryitem/salty-bag/www.saltybag.com";"2013";"Corfu";"N/A";"Salty Bag is an upcycling company making bags and travel accessories from used and decommissioned sailboat sails. Adding to the unique nature of each bag, the company tracks down and curates the life-story of each sail they use including it in a booklet that comes with each bag."
"Samba (Rio de Janeiro)";"http://www.zae.com.br/zaerio/home.asp";"2004";"Recife";"No";"N/A"
"Samenrijden";"http://samenrijden.nl/";"N/A";"N/A";"N/A";"N/A"
"Sandbox Suites";"http://www.sandboxsuites.com";"2007";"San Francisco";"No";"N/A"
"Sapos y Princesas";"http://www.saposyprincesas.com/";"2005";"Madrid";"N/A";"Sapos y Princesas is a successful company founded in Spain in 2005. It is a valued multiplatform media company specially designed to make parents’ life easier, oriented towards providing them information with the goal of bonding with their kids thru shared activities."
"Scoot Networks";"http://www.scootnetworks.com/";"2011";"San Francisco";"N/A";"N/A"
"Scoville";"http://www.goscoville.com";"N/A";"california";"N/A";"N/A"
"Seats 2 Meet";"http://www.seats2meet.com/";"2005";"Utrecht";"No";"N/A"
"Secret Wardrobe";"http://www.secretwardrobe.in/";"2011";"Mumbai";"N/A";" "
"Secure Carpool";"http://securecarpool.com.au/";"2012";"N/A";"N/A";"N/A"
"Seed Swap";"http://www.seedswaps.com/";"N/A";"N/A";"N/A";"N/A"
"Seedrs";"https://www.seedrs.com/";"2012";"London";"N/A";"Seedrs is an equity crowdfunding online platform for discovering and investing in great start ups."
"Segunda Manita";"http://www.segundamanita.com/";"2011";"N/A";"N/A";"N/A"
"Sevici (Seville, Spain)";"http://www.sevici.es/";"2007";"Seville";"No";"N/A"
"SF Clean City Coalition";"http://www.sfcleancity.com/resources/tool-lending.html";"1991";"San Francisco";"No";"N/A"
"Sharbit ltd";"http://www.sharbit.com/";"2015";"London";"N/A";"Sharbit is a peer2peer platform in the rental marketplace.
Imagine an app for your phone which enables you to rent what you need from someone who already owns that product and doesn’t use it a lot.
Imagine you’re that owner and want to share the things you don’t use that much by renting them to other people.
That’s what Sharbit is!"
"Share My Fare";"http://sharemyfare.com/";"2012";"N/A";"N/A";"N/A"
"Share My Storage";"http://www.sharemystorage.com/";"N/A";"London";"N/A";"N/A"
"Share Some Sugar";"http://www.sharesomesugar.com/";"2009";"Cincinnati";"No";"N/A"
"Share Your Ride (Australia, Belgium, Brazil, Canada, France, Mexico, USA)";"http://www.shareyourride.net/";"2004";"Plano";"No";"N/A"
"Sharebox";"http://www.sharebox.be/";"2012";"Brussels";"N/A";"N/A"
"Shared Economy CPA";"N/A";"N/A";"Los Angeles";"N/A";"The Shared Economy CPA helps people in the U.S. who participate in the sharing economy with identifying and applying all tax deductions and credits to help them save the most amount of money as possible on their tax returns."
"ShareDesk";"http://www.sharedesk.net/";"2011";"Vancouver";"N/A";"N/A"
"ShareHammer";"http://sharehammer.com";"2013";"Raleigh-Durham";"N/A";"N/A"
"ShareHammer";"https://app.sharehammer.com/";"2013";"N/A";"N/A";"N/A"
"Sharehood";"http://www.thesharehood.org/";"2008";"Melbourne";"N/A";"N/A"
"Sharely";"http://www.collaborativeconsumption.com/directoryitem/sharely/www.Sharely.Us";"2014";"Perth";"N/A";"Real sharing, social renting & social funding with friends, neighbours & organizations – at home and travelling"
"Sharemob.co";"http://sharemob.co";"2013";"São Paulo";"N/A";"The P2P community that helps you buy from amazing people near you. All things handmade. Vintage. Accommodations. Service experts. Homegrown produce. Finally are all reunited in one single place. Sharemob enables people all over the world to share in the physical world, on a larger scale than ever before possible. Join the mob!"
"ShareMyFare Inc";"http://sharemyfare.com/";"2012";"N/A";"N/A";"ShareMyFare saves you money by helping you meet up with the like-minded people to share your ride and the fare. Anywhere, Anytime. For FREE.
We are aspiring to be the 1st truly global ride-sharing service. We will transform the way people will travel by enabling anyone willing to share a ride to find a ride-buddy anywhere anytime."
"SharePurch";"http://welcome.sharepurch.com/";"2014";"New York City";"N/A";"SharePurch is a web platform that allows it users to make joint purchases online. At launch the platform is going to be available exclusively to college students, but the applications which SharePurch can be used for are limitless. The driving force behind SharePurch is a legal contract between users known as the sharing agreement, this agreement is put in place for the security of all the co-owners of any given purchase project."
"ShareShed";"http://shareshed.ca/";"2012";"Vancouver";"N/A";"N/A"
"ShareTime.net";"https://www.sharetime.net/";"2013";"Johannesburg";"N/A";"A cloud based application that assists with the management of assets that have more than one owner. Anything owned in a fractional ownership arrangement from property to aircraft, RV’s to boats – ShareTime assist with the bookings and management of the asset between the owners."
"Sharetown, Inc.";"http://www.collaborativeconsumption.com/directoryitem/sharetown-inc/www.sharetown.com";"2012";"Lindon";"$700,000";"Sharetown is a simple, safe, and convenient way to buy, sell, rent or share goods or services with family, friends, and neighbors. Sharetown allows individuals to earn extra money by renting out items or selling items they own to people who need them. Sharetown is a great alternative to ownership; it allows people to save money, make money, protect the environment, and be neighborly."
"Sharetribe";"https://www.sharetribe.com/";"2011";"Helsinki";"N/A";"Sharetribe platform is the easiest way to create a marketplace website, like Airbnb, Etsy or Taskrabbit, where people sell or rent goods and services to each other. You can create the marketplace in a few minutes, easily customize it to fit your specific niche, and monetize the marketplace by allowing people to pay to each other through the platform and take a commission on each transaction."
"ShareTribe";"https://www.sharetribe.com/en/";"N/A";"helsinky";"N/A";"N/A"
"ShareUrMeal";"http://shareurmeal.com/";"2009";"Philadelphia";"No";"N/A"
"Shareyourmeal";"N/A";"N/A";"N/A";"N/A";"N/A"
"Sharing Backyards";"http://www.sharingbackyards.com";"2007";"Victoria";"No";"N/A"
"Sharing.Works Ltd";"http://www.sharing.works";"2014";"Guernsey";"N/A";"Incubating startups within the sharing economy."
"Sharingear";"http://www.collaborativeconsumption.com/directoryitem/sharingear/www.sharingear.com";"2014";"Copenhagen";"Yes";"Sharingear is the first trusted community marketplace for musicians and touring personnel to find the best and cheapest deals when it comes to concerts and touring. Musicians have the opportunity to list gear, rent gear and even find the right sound-engineer. Technicians have the opportunity to showcase their profiles, and bands can find the right type of transportation in order to lower productions costs. Through personnalized profiles users can add and manage their instrument rentals or bus/van orders, and connect with the right type of technicians In other words Sharingear is the ultimate marketplace for touring musicians."
"Sharoo";"https://sharoo.com/";"2013";"Zurich";"N/A";"N/A"
"Shipeer";"http://www.shipeer.com/";"2014";"Valencia";"N/A";"We connect people that travel from one place to another with an empty trunk with others who want to send anything. In this way they can save money, share their travel expenses, forget about packaging and help the community."
"Shipizy";"http://www.collaborativeconsumption.com/directoryitem/shipizy/www.shipizy.com";"2012";"Lisbon";"N/A";"Shipizy is a trusted community marketplace that connects travelers with people with shipping needs anywhere in the world.
It’s a fast and easy process that offers an alternative to typical shipping companies by connecting people that want to send or bring something to travelers who are going that way anyway and are willing to carry a package in a exchange for a reward."
"Shiply";"http://www.shiply.com/";"N/A";"N/A";"N/A";"N/A"
"Shiroube";"http://www.shiroube.com/";"N/A";"paris and tokyo";"N/A";"N/A"
"Shop & Swap 4 Baby";"http://www.shopandswap4baby.com.au/";"N/A";"Montmorency";"N/A";"N/A"
"Short Course Finder";"http://www.shortcoursefinder.com.au";"2014";"Melbourne";"N/A";"Great way to aquire new abilities and skills"
"Shutl";"http://www.shutl.co.uk/";"2009";"London";"N/A";"N/A"
"SideCar";"http://www.side.cr";"2012";"San Francisco";"N/A";"N/A"
"Sidekicker";"http://www.sidekicker.com.au/";"N/A";"Melbourne";"N/A";"N/A"
"Sidetour";"http://www.sidetour.com";"2011";"New York";"Yes";"N/A"
"Sincropool";"http://www.sincropool.com";"2012";"Buenos Aires";"N/A";"N/A"
"Sitting Around";"https://www.sittingaround.com/";"N/A";"N/A";"N/A";"N/A"
"Six Dinners Later";"https://sixdinnerslater.com/";"2012";"London";"N/A";"N/A"
"Six8 Bromham";"http://www.six8bromham.com/";"2010";"Melbourne";"N/A";"N/A"
"Skilio";"http://www.skilio.com/";"2010";"Oxford";"No";"N/A"
"Skillendar";"http://www.skillendar.com/";"2010";"N/A";"N/A";"N/A"
"skillharbour";"http://www.collaborativeconsumption.com/directoryitem/skillharbour/www.skillharbour.com";"2014";"Basel";"N/A";"skillharbour is the harbour where exchanging skills and talents becomes easy.
Swap your skills, find what you are looking for.
It’s all free, you just “pay” with your time."
"Skilloop";"https://www.skilloop.com/";"2011";"Los Angeles";"N/A";"N/A"
"SkillShare";"http://www.skillshare.com/";"2011";"New York";"N/A";"N/A"
"Skillstay.com";"http://www.collaborativeconsumption.com/directoryitem/skillstay-com/www.skillstay.com";"2013";"Sydney";"N/A";"Skillstay is an exchange website that allows people to stay anywhere in the world using only their skills as payment. No cash changes hands.
Helpers get a place to stay in exchange for a few hours work. Hosts get help they need in exchange for their spare room."
"Skilto";"http://www.skilto.com/";"2009";"New York";"N/A";"N/A"
"Skjutsgruppen";"http://www.skjutsgruppen.nu";"2007";"Stockholm";"N/A";"N/A"
"SkyLib";"http://www.skylib.com";"N/A";"Oslo";"N/A";"N/A"
"SlingRide";"https://www.slingride.com/";"2012";"Toronto";"N/A";"N/A"
"Sloepdelen";"http://www.sloepdelen.nl/";"2008";"N/A";"N/A";"Rent a boat, start it, drive off and sail with your friends, relax through the canals of Amsterdam."
"Smart Bride Boutique";"http://www.smartbrideboutique.com/";"N/A";"Toronto";"N/A";"N/A"
"Smart Yacht (Global)";"http://www.smartyacht.net/";"2008";"Vaduz";"No";"N/A"
"Smava";"http://www.smava.de/";"2007";"Berlin";"No";"N/A"
"SnapGoods";"http://snapgoods.com/";"2010";"New York";"N/A";"N/A"
"SnappCar";"http://www.snappcar.nl/";"2011";"Utrecht";"No";"N/A"
"SoCar";"http://www.socar.kr/";"2011";"Seoul ";"N/A";"N/A"
"SoCar";"http://www.socar.kr/";"2011";"Jeju";"N/A";"N/A"
"Social Bicycles";"http://socialbicycles.com/";"2010";"New York";"N/A";"N/A"
"Social Car";"http://www.socialcar.com/";"2011";"Barcelona";"N/A";"N/A"
"SocialCar";"http://www.socialcar.com/";"2011";"Barcelona";"N/A";"SocialCar is the first peer to peer car rental service operating in Spain. It allows car owners to make some extra cash out of their underutilized cars by renting them to neighbours or travellers who occasionally need a car."
"SocialTransit";"http://www.sociotransit.com/";"2012";"Copenhagen";"N/A";"N/A"
"SocietyOne Australia";"http://www.collaborativeconsumption.com/directoryitem/societyone-australia/www.societyone.com.au";"2012";"Sydney Australia";"N/A";"SocietyOne is Australia’s leading Peer-to-Peer technology platform where high credit quality borrowers connect with investors to get a better deal. By reducing the cost of originating and managing loans, SocietyOne is able to share the operating cost advantage and the wide banking margin with both borrowers and investors. SocietyOne has been recognised as one of the top 50 Best Fintech Innovators in the world and its unsecured personal loan one of the Top 10 most Innovative Banking Products of the year in Australia. SocietyOne’s SmartLoan mobile app was awarded “Best of Show” at Finovate Asia in November of 2012."
"SoFi";"https://www.sofi.com/";"2011";"San Francisco";"N/A";"N/A"
"Solar City";"http://solarcity.com/residential/solar-lease.aspx";"2006";"San Mateo";"Yes";"N/A"
"SolarCentury (UK)";"http://www.solarcentury.co.uk/";"1998";"London";"Yes";"N/A"
"soleilles cowork";"http://www.soleillescowork.com/";"N/A";"Paris";"N/A";"N/A"
"Something Borrowed Portland";"http://www.somethingborrowedpdx.com";"N/A";"Portland";"N/A";"N/A"
"somewhereto_";"http://somewhereto.com/";"2010";"London";"N/A";"N/A"
"Sooqini";"http://sooqini.com/";"2011";"London";"N/A";"N/A"
"Sorted";"https://sortedlocal.com/";"2013";"London";"N/A";"N/A"
"Soup Swap";"http://soupswap.com";"1999";"Seattle Boston";"N/A";"N/A"
"sowetrip";"http://www.sowetrip.com/";"N/A";"N/A";"N/A";"N/A"
"Space Noah";"http://www.spacenoah.net/";"2012";"Seoul";"N/A";"Hub for social innovators. Has media labs, meeting rooms, small group discussion rooms, work spaces"
"Space-OS";"http://www.space-os.de/";"2010";"Osnabruck";"No";"N/A"
"Spacebase";"https://www.spacebase.com/en/";"2014";"Berlin";"N/A";"A start-up B2B venue booking platform for workshop and meeting spaces, operating in over 10 countries"
"Spacecubed";"http://www.spacecubed.com/";"2012";"Perth";"N/A";"N/A"
"Spacehive";"http://spacehive.com/";"N/A";"London";"N/A";"N/A"
"SpaceOut";"http://www.spaceout.com.au";"2006";"Sydney";"No";"N/A"
"Spacified";"http://www.spacified.com";"2013";"Hasselt";"N/A";"Spacified is marketplace for short-rental of locations for retail, work and events. Our mission is to enable a responsible and creative usage of physical space. Through our platform and community Spacified helps designers, brands and startups to find the temporary physical space they need for pop-up stores, events, offices, photoshoots"
"Sparefoot";"http://www.sparefoot.com/";"2008";"Austin";"Yes";"N/A"
"SpareGround";"http://www.spareground.co.uk";"2006";"Cambridge";"No";"N/A"
"SpareHire";"http://www.collaborativeconsumption.com/directoryitem/sparehire/www.sparehire.com";"2012";"New York NY";"$750,000";"SpareHire is an online work marketplace that enables organizations to find and engage top-tier finance and consulting professionals for project-based work.
Boutique investment firms, consulting firms and small businesses previously had limited access to these skill sets. SpareHire offers investment banking talent to everyone."
"Spark The Rise";"http://www.sparktherise.com/";"N/A";"Mumbai";"N/A";"N/A"
"Spot";"http://parkwithspot.com";"2013";"San Francisco";"N/A";"N/A"
"Spothero";"http://blog.spothero.com/";"N/A";"chigago";"N/A";"N/A"
"Spotopp";"http://www.spotopp.com/";"2014";"Singapore";"N/A";"SpotOpp is an online portal where air travellers can sell their unutilized baggage allowance to air travellers who need it. Our service will help air travellers to save excess baggage fees."
"Spotwag";"http://spotwag.com/";"2012";"San Francisco";"N/A";"N/A"
"Spruceling";"http://www.spruceling.com/";"2012";"N/A";"N/A";"N/A"
"Sprzedajemy";"http://sprzedajemy.pl/";"2010";"N/A";"N/A";"N/A"
"Spullendelen";"http://www.spullendelen.nl/";"N/A";"N/A";"N/A";"N/A"
"Spun.com";"http://www.spun.com/";"1998";"Chicago";"N/A";"N/A"
"Stadtmobil";"http://www.stadtmobil.de/";"1995";"Karlsruhe";"N/A";"N/A"
"StageBitz";"http://www.stagebitz.com";"N/A";"Sydney";"N/A";"N/A"
"StartNest";"http://www.startnest.com";"2013";"Sydney";"N/A";"N/A"
"StartSomeGood";"http://startsomegood.com/";"2011";"N/A";"N/A";"N/A"
"Startup Addict";"http://www.startupaddict.com/";"2007";"Boston";"N/A";"N/A"
"StartupStay";"https://startupstay.com";"N/A";"N/A";"N/A";"Forever change how you travel for your startup"
"Stattauto";"http://www.stattauto-hl.de/";"2005";"Lubeck";"No";"N/A"
"stays@friends";"http://www.staysatfriends.com/";"2011";"Barcelona";"N/A";"N/A"
"Stayz";"http://www.stayz.com.au";"N/A";"Sydney";"N/A";"With over 45,000 properties in over 2,000 locations, Stayz allows guests to search and compare a wide variety of amazing holiday rentals across Australia."
"Stockholm City Bikes";"http://www.citybikes.se/sv/";"2006";"Stockholm";"No";"N/A"
"StorageMarket";"http://www.collaborativeconsumption.com/directoryitem/storagemarket/storage-market.com";"2013";"Washington D.C.";"N/A";"StorageMarket is a peer to peer storage service."
"StoreAtMyHouse";"http://www.storeatmyhouse.com";"2006";"Cambridge";"No";"N/A"
"Storefront";"http://www.thestorefront.com/";"2013";"San Francisco";"N/A";"N/A"
"Storemates";"https://storemates.co.uk/index.php";"2011";"London";"N/A";"N/A"
"Storenextdoor";"http://storenextdoor.com/";"2012";"Bristol";"N/A";"N/A"
"Storkbrokers";"http://www.storkbrokers.com/";"N/A";"N/A";"N/A";"N/A"
"Streetclub";"https://www.streetclub.co.uk/";"2012";"N/A";"N/A";"N/A"
"Stripe";"https://stripe.com/";"2010";"San Francisco";"N/A";"Stripe is a developer-friendly way to accept payments online and in mobile apps.
We process billions of dollars a year for thousands of companies of all sizes."
"strorpod";"http://www.storpod.com/";"N/A";"london";"N/A";"N/A"
"Studiomates";"http://studiomates.com/";"2010";"Brooklyn";"N/A";"N/A"
